#Minuto Promedio Desviacion
1327 0.5 0.806226
1328 0.5 0.806226
1329 0.5 0.806226
1330 0.5 0.806226
1331 0.5 0.806226
1332 0.5 0.806226
1333 0.5 0.806226
1334 0.5 0.806226
1335 0.5 0.806226
1336 0.5 0.806226
1337 0.5 0.806226
1338 0.4 0.663325
1339 0.3 0.458258
1340 0.3 0.458258
1341 0.3 0.458258
1342 0.3 0.458258
1343 0.3 0.458258
1344 0.3 0.458258
1345 0.3 0.458258
1346 0.4 0.8
1347 0.4 0.8
1348 0.4 0.8
1349 0.4 0.8
1350 0.5 1.0247
1351 0.5 1.0247
1352 0.7 1.41774
1353 0.6 1.28062
1354 0.6 1.28062
1355 0.7 1.55242
1356 0.8 1.66132
1357 0.8 1.66132
1358 0.8 1.66132
1359 0.8 1.66132
1360 0.8 1.66132
1361 0.8 1.66132
1362 0.9 1.64012
1363 0.9 1.64012
1364 0.9 1.64012
1365 0.9 1.64012
1366 0.9 1.64012
1367 0.8 1.66132
1368 0.8 1.66132
1369 0.8 1.66132
1370 0.8 1.66132
1371 0.8 1.66132
1372 0.9 1.64012
1373 0.9 1.64012
1374 1 1.89737
1375 0.9 1.92094
1376 0.9 1.92094
1377 0.9 1.92094
1378 0.9 1.92094
1379 0.9 1.92094
1380 0.9 1.92094
1381 1 1.89737
1382 1 1.89737
1383 1 1.89737
1384 1.1 1.92094
1385 1.1 1.92094
1386 1.1 1.92094
1387 1.1 1.92094
1388 1.2 2.18174
1389 1 1.89737
1390 0.8 1.53623
1391 0.6 1.2
1392 0.6 1.2
1393 0.6 1.2
1394 0.6 1.2
1395 0.6 1.2
1396 0.6 1.2
1397 0.6 1.2
1398 0.6 1.2
1399 0.5 0.921954
1400 0.5 0.921954
1401 0.5 0.921954
1402 0.5 0.921954
1403 0.5 0.921954
1404 0.5 0.921954
1405 0.5 0.921954
1406 0.5 0.921954
1407 0.5 0.921954
1408 0.6 0.916515
1409 0.5 0.67082
1410 0.5 0.67082
1411 0.5 0.67082
1412 0.4 0.663325
1413 0.4 0.663325
1414 0.4 0.663325
1415 0.4 0.663325
1416 0.4 0.663325
1417 0.3 0.458258
1418 0.3 0.458258
1419 0.3 0.458258
1420 0.3 0.458258
1421 0.2 0.4
1422 0.2 0.4
1423 0.3 0.458258
1424 0.3 0.458258
1425 0.3 0.458258
1426 0.3 0.458258
1427 0.3 0.458258
1428 0.3 0.458258
1429 0.3 0.458258
1430 0.4 0.663325
1431 0.4 0.663325
1432 0.4 0.663325
1433 0.2 0.6
1434 0.2 0.6
1435 0.2 0.6
1436 0.2 0.6
1437 0.2 0.6
1438 0.2 0.6
1439 0.2 0.6
1440 0.2 0.6
1441 0.2 0.6
1442 0.2 0.6
1443 0.3 0.9
1444 0.4 1.2
1445 0.4 1.2
1446 0.4 1.2
1447 0.4 1.2
1448 0.4 1.2
1449 0.4 1.2
1450 0.4 1.2
1451 0.4 1.2
1452 0.4 1.2
1453 0.4 1.2
1454 0.4 1.2
1455 0.4 1.2
1456 0.4 1.2
1457 0.3 0.9
1458 0.3 0.9
1459 0.3 0.9
1460 0.2 0.6
1461 0.3 0.640312
1462 0.3 0.640312
1463 0.3 0.640312
1464 0.3 0.640312
1465 0.3 0.640312
1466 0.3 0.640312
1467 0.3 0.640312
1468 0.3 0.640312
1469 0.3 0.640312
1470 0.3 0.640312
1471 0.2 0.4
1472 0.2 0.4
1473 0.2 0.4
1474 0.2 0.4
1475 0.2 0.4
1476 0.2 0.4
1477 0.1 0.3
1478 0.1 0.3
1479 0.2 0.4
1480 0.1 0.3
1481 0.1 0.3
1482 0.1 0.3
1483 0.1 0.3
1484 0.1 0.3
1485 0.1 0.3
1486 0 0
1487 0 0
1488 0 0
1489 0 0
1490 0 0
1491 0 0
1492 0 0
1493 0 0
1494 0 0
1495 0 0
1496 0 0
1497 0.1 0.3
1498 0.2 0.4
1499 0.2 0.4
1500 0.2 0.4
1501 0.2 0.4
1502 0.2 0.4
1503 0.2 0.4
1504 0.2 0.4
1505 0.2 0.4
1506 0.2 0.4
1507 0.2 0.4
1508 0.2 0.4
1509 0.2 0.4
1510 0.2 0.4
1511 0.3 0.458258
1512 0.3 0.458258
1513 0.3 0.458258
1514 0.3 0.458258
1515 0.3 0.458258
1516 0.3 0.458258
1517 0.3 0.458258
1518 0.3 0.458258
1519 0.4 0.663325
1520 0.4 0.663325
1521 0.4 0.663325
1522 0.4 0.663325
1523 0.4 0.663325
1524 0.4 0.663325
1525 0.4 0.663325
1526 0.4 0.663325
1527 0.4 0.663325
1528 0.4 0.663325
1529 0.4 0.663325
1530 0.4 0.663325
1531 0.3 0.640312
1532 0.3 0.640312
1533 0.2 0.6
1534 0.2 0.6
1535 0.2 0.6
1536 0.1 0.3
1537 0.1 0.3
1538 0.1 0.3
1539 0.1 0.3
1540 0.1 0.3
1541 0.1 0.3
1542 0.1 0.3
1543 0.1 0.3
1544 0.1 0.3
1545 0.1 0.3
1546 0.1 0.3
1547 0.1 0.3
1548 0.1 0.3
1549 0.1 0.3
1550 0.1 0.3
1551 0.1 0.3
1552 0.1 0.3
1553 0.1 0.3
1554 0.1 0.3
1555 0 0
1556 0 0
1557 0 0
1558 0 0
1559 0 0
1560 0 0
1561 0 0
1562 0 0
1563 0 0
1564 0 0
1565 0 0
1566 0 0
1567 0 0
1568 0 0
1569 0 0
1570 0 0
1571 0 0
1572 0 0
1573 0 0
1574 0 0
1575 0 0
1576 0 0
1577 0 0
1578 0 0
1579 0 0
1580 0 0
1581 0 0
1582 0 0
1583 0.1 0.3
1584 0.1 0.3
1585 0.1 0.3
1586 0.1 0.3
1587 0.1 0.3
1588 0.1 0.3
1589 0.1 0.3
1590 0.1 0.3
1591 0.1 0.3
1592 0.1 0.3
1593 0.1 0.3
1594 0.1 0.3
1595 0.1 0.3
1596 0.1 0.3
1597 0.1 0.3
1598 0.1 0.3
1599 0.1 0.3
1600 0.1 0.3
1601 0.1 0.3
1602 0.1 0.3
1603 0.1 0.3
1604 0.1 0.3
1605 0.1 0.3
1606 0.1 0.3
1607 0.1 0.3
1608 0.1 0.3
1609 0.2 0.4
1610 0.2 0.4
1611 0.1 0.3
1612 0.1 0.3
1613 0.1 0.3
1614 0.1 0.3
1615 0.1 0.3
1616 0.1 0.3
1617 0.2 0.4
1618 0.2 0.4
1619 0.1 0.3
1620 0.1 0.3
1621 0.1 0.3
1622 0.1 0.3
1623 0.1 0.3
1624 0.2 0.6
1625 0.2 0.6
1626 0.2 0.6
1627 0.2 0.6
1628 0.3 0.640312
1629 0.3 0.640312
1630 0.3 0.640312
1631 0.3 0.640312
1632 0.3 0.640312
1633 0.3 0.640312
1634 0.3 0.640312
1635 0.3 0.640312
1636 0.3 0.640312
1637 0.3 0.640312
1638 0.3 0.640312
1639 0.3 0.640312
1640 0.3 0.640312
1641 0.3 0.640312
1642 0.3 0.640312
1643 0.3 0.640312
1644 0.3 0.640312
1645 0.2 0.6
1646 0.2 0.6
1647 0.2 0.6
1648 0.2 0.6
1649 0.1 0.3
1650 0.1 0.3
1651 0.1 0.3
1652 0.1 0.3
1653 0.1 0.3
1654 0.1 0.3
1655 0.1 0.3
1656 0.1 0.3
1657 0.2 0.4
1658 0.3 0.640312
1659 0.3 0.640312
1660 0.2 0.4
1661 0.2 0.4
1662 0.2 0.4
1663 0.2 0.4
1664 0.2 0.4
1665 0.2 0.4
1666 0.2 0.4
1667 0.2 0.4
1668 0.1 0.3
1669 0.1 0.3
1670 0.1 0.3
1671 0.1 0.3
1672 0.1 0.3
1673 0.1 0.3
1674 0.1 0.3
1675 0.2 0.4
1676 0.2 0.4
1677 0.2 0.4
1678 0.2 0.4
1679 0.2 0.4
1680 0.2 0.4
1681 0.2 0.4
1682 0.1 0.3
1683 0.1 0.3
1684 0.1 0.3
1685 0.1 0.3
1686 0.1 0.3
1687 0.1 0.3
1688 0.1 0.3
1689 0.1 0.3
1690 0.1 0.3
1691 0.1 0.3
1692 0.1 0.3
1693 0.1 0.3
1694 0.1 0.3
1695 0.1 0.3
1696 0 0
1697 0 0
1698 0 0
1699 0 0
1700 0 0
1701 0 0
1702 0 0
1703 0 0
1704 0 0
1705 0 0
1706 0 0
1707 0 0
1708 0 0
1709 0 0
1710 0 0
1711 0 0
1712 0 0
1713 0 0
1714 0 0
1715 0 0
1716 0 0
1717 0 0
1718 0 0
1719 0 0
1720 0 0
1721 0 0
1722 0 0
1723 0 0
1724 0 0
1725 0 0
1726 0 0
1727 0.2 0.4
1728 0.2 0.4
1729 0.1 0.3
1730 0.1 0.3
1731 0.1 0.3
1732 0.1 0.3
1733 0.1 0.3
1734 0.1 0.3
1735 0.1 0.3
1736 0.1 0.3
1737 0.1 0.3
1738 0.1 0.3
1739 0.1 0.3
1740 0.1 0.3
1741 0.1 0.3
1742 0.2 0.6
1743 0.2 0.6
1744 0.2 0.6
1745 0.2 0.6
1746 0.2 0.6
1747 0.2 0.6
1748 0.2 0.6
1749 0.1 0.3
1750 0.1 0.3
1751 0.1 0.3
1752 0.1 0.3
1753 0.1 0.3
1754 0 0
1755 0 0
1756 0 0
1757 0 0
1758 0 0
1759 0 0
1760 0 0
1761 0 0
1762 0 0
1763 0 0
1764 0 0
1765 0.1 0.3
1766 0.1 0.3
1767 0.1 0.3
1768 0.1 0.3
1769 0.1 0.3
1770 0.2 0.6
1771 0.2 0.6
1772 0.2 0.6
1773 0.2 0.6
1774 0.2 0.6
1775 0.2 0.6
1776 0.2 0.6
1777 0.2 0.6
1778 0.2 0.6
1779 0.2 0.6
1780 0.2 0.6
1781 0.2 0.6
1782 0.2 0.6
1783 0.2 0.6
1784 0.2 0.6
1785 0.2 0.6
1786 0.2 0.6
1787 0.4 0.916515
1788 0.4 0.916515
1789 0.4 0.916515
1790 0.4 0.916515
1791 0.4 0.916515
1792 0.4 0.916515
1793 0.3 0.9
1794 0.3 0.9
1795 0.3 0.9
1796 0.3 0.9
1797 0.3 0.9
1798 0.3 0.9
1799 0.3 0.9
1800 0.3 0.9
1801 0.3 0.9
1802 0.2 0.6
1803 0.2 0.6
1804 0.2 0.6
1805 0.2 0.6
1806 0.2 0.6
1807 0.2 0.6
1808 0.2 0.6
1809 0.2 0.6
1810 0.2 0.6
1811 0.2 0.6
1812 0.2 0.6
1813 0.2 0.6
1814 0.2 0.6
1815 0.2 0.6
1816 0.2 0.6
1817 0.2 0.6
1818 0.2 0.6
1819 0.1 0.3
1820 0.1 0.3
1821 0.1 0.3
1822 0.1 0.3
1823 0.1 0.3
1824 0.1 0.3
1825 0.1 0.3
1826 0.1 0.3
1827 0 0
1828 0 0
1829 0 0
1830 0 0
1831 0 0
1832 0 0
1833 0 0
1834 0 0
1835 0 0
1836 0 0
1837 0 0
1838 0 0
1839 0 0
1840 0 0
1841 0 0
1842 0 0
1843 0 0
1844 0 0
1845 0.1 0.3
1846 0.1 0.3
1847 0.1 0.3
1848 0.1 0.3
1849 0.2 0.6
1850 0.2 0.6
1851 0.2 0.6
1852 0.1 0.3
1853 0.1 0.3
1854 0.2 0.6
1855 0.2 0.6
1856 0.2 0.6
1857 0.2 0.6
1858 0.2 0.6
1859 0.2 0.6
1860 0.2 0.6
1861 0.3 0.9
1862 0.3 0.9
1863 0.3 0.9
1864 0.3 0.9
1865 0.3 0.9
1866 0.3 0.9
1867 0.3 0.9
1868 0.3 0.9
1869 0.3 0.9
1870 0.3 0.9
1871 0.3 0.9
1872 0.3 0.9
1873 0.3 0.9
1874 0.3 0.9
1875 0.3 0.9
1876 0.3 0.9
1877 0.3 0.9
1878 0.3 0.9
1879 0.3 0.9
1880 0.2 0.6
1881 0.2 0.6
1882 0.2 0.6
1883 0.2 0.6
1884 0.3 0.9
1885 0.3 0.9
1886 0.3 0.9
1887 0.4 1.2
1888 0.4 1.2
1889 0.4 1.2
1890 0.4 1.2
1891 0.4 1.2
1892 0.4 1.2
1893 0.4 1.2
1894 0.4 1.2
1895 0.4 1.2
1896 0.5 1.20416
1897 0.6 1.2
1898 0.6 1.2
1899 0.7 1.26886
1900 0.7 1.26886
1901 0.7 1.26886
1902 0.7 1.26886
1903 0.7 1.26886
1904 0.7 1.26886
1905 0.7 1.26886
1906 0.7 1.26886
1907 0.7 1.26886
1908 0.7 1.26886
1909 0.7 1.26886
1910 0.7 1.26886
1911 0.7 1.26886
1912 0.7 1.26886
1913 0.7 1.26886
1914 0.7 1.26886
1915 0.7 1.1
1916 0.7 1.1
1917 0.7 1.1
1918 0.7 1.1
1919 0.7 1.1
1920 0.6 0.916515
1921 0.6 0.916515
1922 0.6 0.916515
1923 0.6 0.916515
1924 0.5 0.806226
1925 0.5 0.806226
1926 0.5 0.806226
1927 0.5 0.806226
1928 0.5 0.806226
1929 0.4 0.663325
1930 0.4 0.663325
1931 0.4 0.663325
1932 0.4 0.663325
1933 0.4 0.663325
1934 0.4 0.663325
1935 0.4 0.663325
1936 0.4 0.663325
1937 0.4 0.663325
1938 0.4 0.663325
1939 0.4 0.663325
1940 0.4 0.663325
1941 0.4 0.663325
1942 0.4 0.663325
1943 0.4 0.663325
1944 0.4 0.663325
1945 0.4 0.663325
1946 0.4 0.663325
1947 0.4 0.663325
1948 0.4 0.663325
1949 0.4 0.663325
1950 0.4 0.663325
1951 0.4 0.663325
1952 0.4 0.663325
1953 0.4 0.663325
1954 0.4 0.663325
1955 0.4 0.663325
1956 0.3 0.458258
1957 0.3 0.458258
1958 0.3 0.458258
1959 0.3 0.458258
1960 0.2 0.4
1961 0.2 0.4
1962 0.2 0.4
1963 0.2 0.4
1964 0.2 0.4
1965 0.2 0.4
1966 0.2 0.4
1967 0.2 0.4
1968 0.2 0.4
1969 0.2 0.4
1970 0.2 0.4
1971 0.2 0.4
1972 0.2 0.4
1973 0.3 0.640312
1974 0.3 0.640312
1975 0.3 0.640312
1976 0.3 0.640312
1977 0.3 0.640312
1978 0.3 0.640312
1979 0.3 0.640312
1980 0.3 0.640312
1981 0.3 0.640312
1982 0.3 0.640312
1983 0.3 0.640312
1984 0.3 0.640312
1985 0.3 0.640312
1986 0.4 0.8
1987 0.4 0.8
1988 0.4 0.8
1989 0.4 0.8
1990 0.4 0.8
1991 0.4 0.8
1992 0.4 0.8
1993 0.5 0.806226
1994 0.4 0.663325
1995 0.4 0.663325
1996 0.4 0.663325
1997 0.4 0.663325
1998 0.4 0.663325
1999 0.4 0.663325
2000 0.4 0.663325
2001 0.4 0.663325
2002 0.4 0.663325
2003 0.4 0.663325
2004 0.4 0.663325
2005 0.4 0.663325
2006 0.4 0.663325
2007 0.4 0.663325
2008 0.4 0.663325
2009 0.2 0.4
2010 0.2 0.4
2011 0.2 0.4
2012 0.2 0.4
2013 0.2 0.4
2014 0.1 0.3
2015 0.1 0.3
2016 0.1 0.3
2017 0.1 0.3
2018 0.1 0.3
2019 0.1 0.3
2020 0.2 0.6
2021 0.3 0.9
2022 0.3 0.9
2023 0.3 0.9
2024 0.3 0.9
2025 0.3 0.9
2026 0.3 0.9
2027 0.3 0.9
2028 0.3 0.9
2029 0.3 0.9
2030 0.3 0.9
2031 0.3 0.9
2032 0.3 0.9
2033 0.3 0.9
2034 0.2 0.6
2035 0.2 0.6
2036 0.2 0.6
2037 0.2 0.6
2038 0.2 0.6
2039 0.2 0.6
2040 0.1 0.3
2041 0 0
2042 0 0
2043 0 0
2044 0 0
2045 0 0
2046 0 0
2047 0 0
2048 0 0
2049 0 0
2050 0 0
2051 0 0
2052 0 0
2053 0 0
2054 0 0
2055 0 0
2056 0 0
2057 0 0
2058 0 0
2059 0 0
2060 0 0
2061 0 0
2062 0 0
2063 0 0
2064 0 0
2065 0 0
2066 0 0
2067 0 0
2068 0 0
2069 0 0
2070 0 0
2071 0 0
2072 0 0
2073 0 0
2074 0 0
2075 0 0
2076 0 0
2077 0 0
2078 0 0
2079 0 0
2080 0 0
2081 0 0
2082 0 0
2083 0 0
2084 0 0
2085 0 0
2086 0 0
2087 0 0
2088 0 0
2089 0 0
2090 0 0
2091 0 0
2092 0 0
2093 0 0
2094 0 0
2095 0 0
2096 0 0
2097 0 0
2098 0 0
2099 0 0
2100 0 0
2101 0 0
2102 0 0
2103 0 0
2104 0 0
2105 0 0
2106 0 0
2107 0 0
2108 0 0
2109 0 0
2110 0 0
2111 0 0
2112 0 0
2113 0 0
2114 0 0
2115 0 0
2116 0 0
2117 0 0
2118 0 0
2119 0 0
2120 0 0
2121 0 0
2122 0 0
2123 0 0
2124 0 0
2125 0 0
2126 0 0
2127 0 0
2128 0 0
2129 0 0
2130 0 0
2131 0 0
2132 0 0
2133 0 0
2134 0 0
2135 0 0
2136 0 0
2137 0 0
2138 0 0
2139 0 0
2140 0 0
2141 0 0
2142 0 0
2143 0 0
2144 0 0
2145 0 0
2146 0 0
2147 0 0
2148 0 0
2149 0 0
2150 0 0
2151 0 0
2152 0 0
2153 0 0
2154 0 0
2155 0 0
2156 0 0
2157 0 0
2158 0 0
2159 0 0
2160 0 0
2161 0 0
2162 0 0
2163 0 0
2164 0 0
2165 0 0
2166 0 0
2167 0 0
2168 0 0
2169 0 0
2170 0 0
2171 0 0
2172 0 0
2173 0 0
2174 0 0
2175 0 0
2176 0 0
2177 0 0
2178 0 0
2179 0 0
2180 0 0
2181 0 0
2182 0 0
2183 0 0
2184 0 0
2185 0 0
2186 0 0
2187 0 0
2188 0 0
2189 0 0
2190 0 0
2191 0 0
2192 0 0
2193 0 0
2194 0 0
2195 0 0
2196 0 0
2197 0 0
2198 0 0
2199 0 0
2200 0 0
2201 0 0
2202 0 0
2203 0 0
2204 0 0
2205 0 0
2206 0 0
2207 0 0
2208 0 0
2209 0 0
2210 0 0
2211 0 0
2212 0 0
2213 0 0
2214 0 0
2215 0 0
2216 0 0
2217 0 0
2218 0 0
2219 0 0
2220 0 0
2221 0 0
2222 0 0
2223 0 0
2224 0 0
2225 0 0
2226 0 0
2227 0 0
2228 0 0
2229 0 0
2230 0 0
2231 0 0
2232 0 0
2233 0 0
2234 0 0
2235 0 0
2236 0 0
2237 0 0
2238 0 0
2239 0 0
2240 0 0
2241 0 0
2242 0 0
2243 0 0
2244 0 0
2245 0 0
2246 0 0
2247 0 0
2248 0 0
2249 0 0
2250 0 0
2251 0 0
2252 0 0
2253 0 0
2254 0 0
2255 0 0
2256 0 0
2257 0 0
2258 0 0
2259 0 0
2260 0 0
2261 0 0
2262 0 0
2263 0 0
2264 0 0
2265 0 0
2266 0 0
2267 0 0
2268 0 0
2269 0 0
2270 0 0
2271 0 0
2272 0 0
2273 0 0
2274 0 0
2275 0 0
2276 0 0
2277 0 0
2278 0 0
2279 0 0
2280 0 0
2281 0 0
2282 0 0
2283 0 0
2284 0 0
2285 0 0
2286 0 0
2287 0 0
2288 0 0
2289 0 0
2290 0 0
2291 0 0
2292 0 0
2293 0 0
2294 0 0
2295 0 0
2296 0 0
2297 0 0
2298 0 0
2299 0 0
2300 0 0
2301 0 0
2302 0 0
2303 0 0
2304 0 0
2305 0 0
2306 0 0
2307 0 0
2308 0 0
2309 0 0
2310 0 0
2311 0 0
2312 0 0
2313 0 0
2314 0 0
2315 0 0
2316 0 0
2317 0 0
2318 0 0
2319 0 0
2320 0 0
2321 0 0
2322 0 0
2323 0 0
2324 0 0
2325 0 0
2326 0 0
2327 0 0
2328 0 0
2329 0 0
2330 0 0
2331 0 0
2332 0 0
2333 0 0
2334 0 0
2335 0 0
2336 0 0
2337 0 0
2338 0 0
2339 0 0
2340 0 0
2341 0 0
2342 0 0
2343 0 0
2344 0 0
2345 0 0
2346 0 0
2347 0 0
2348 0 0
2349 0 0
2350 0 0
2351 0 0
2352 0 0
2353 0 0
2354 0 0
2355 0 0
2356 0 0
2357 0 0
2358 0 0
2359 0 0
2360 0 0
2361 0 0
2362 0 0
2363 0 0
2364 0 0
2365 0 0
2366 0 0
2367 0 0
2368 0 0
2369 0 0
2370 0 0
2371 0 0
2372 0 0
2373 0 0
2374 0 0
2375 0 0
2376 0 0
2377 0 0
2378 0 0
2379 0 0
2380 0 0
2381 0 0
2382 0 0
2383 0 0
2384 0 0
2385 0 0
2386 0 0
2387 0 0
2388 0 0
2389 0 0
2390 0 0
2391 0 0
2392 0 0
2393 0 0
2394 0 0
2395 0 0
2396 0 0
2397 0 0
2398 0 0
2399 0 0
2400 0 0
2401 0 0
2402 0 0
2403 0 0
2404 0 0
2405 0 0
2406 0 0
2407 0 0
2408 0 0
2409 0 0
2410 0 0
2411 0 0
2412 0 0
2413 0 0
2414 0 0
2415 0 0
2416 0 0
2417 0 0
2418 0 0
2419 0 0
2420 0 0
2421 0 0
2422 0 0
2423 0 0
2424 0 0
2425 0 0
2426 0 0
2427 0 0
2428 0 0
2429 0 0
2430 0 0
2431 0 0
2432 0 0
2433 0 0
2434 0 0
2435 0 0
2436 0 0
2437 0 0
2438 0 0
2439 0 0
2440 0 0
2441 0 0
2442 0 0
2443 0 0
2444 0 0
2445 0 0
2446 0 0
2447 0 0
2448 0 0
2449 0 0
2450 0 0
2451 0 0
2452 0 0
2453 0 0
2454 0 0
2455 0 0
2456 0 0
2457 0 0
2458 0 0
2459 0 0
2460 0 0
2461 0 0
2462 0 0
2463 0 0
2464 0 0
2465 0 0
2466 0 0
2467 0 0
2468 0 0
2469 0 0
2470 0 0
2471 0 0
2472 0 0
2473 0 0
2474 0 0
2475 0 0
2476 0 0
2477 0 0
2478 0 0
2479 0 0
2480 0 0
2481 0 0
2482 0 0
2483 0 0
2484 0 0
2485 0 0
2486 0 0
2487 0 0
2488 0 0
2489 0 0
2490 0 0
2491 0 0
2492 0 0
2493 0 0
2494 0 0
2495 0 0
2496 0 0
2497 0 0
2498 0 0
2499 0 0
2500 0 0
2501 0 0
2502 0 0
2503 0 0
2504 0 0
2505 0 0
2506 0 0
2507 0 0
2508 0 0
2509 0 0
2510 0 0
2511 0 0
2512 0 0
2513 0 0
2514 0 0
2515 0 0
2516 0 0
2517 0 0
2518 0 0
2519 0 0
2520 0 0
2521 0 0
2522 0 0
2523 0 0
2524 0 0
2525 0 0
2526 0 0
2527 0 0
2528 0 0
2529 0 0
2530 0 0
2531 0 0
2532 0 0
2533 0 0
2534 0 0
2535 0 0
2536 0 0
2537 0 0
2538 0 0
2539 0 0
2540 0 0
2541 0 0
2542 0 0
2543 0 0
2544 0 0
2545 0 0
2546 0 0
2547 0 0
2548 0 0
2549 0 0
2550 0 0
2551 0 0
2552 0 0
2553 0 0
2554 0 0
2555 0 0
2556 0 0
2557 0 0
2558 0 0
2559 0 0
2560 0 0
2561 0 0
2562 0 0
2563 0 0
2564 0 0
2565 0 0
2566 0 0
2567 0 0
2568 0 0
2569 0 0
2570 0 0
2571 0 0
2572 0 0
2573 0 0
2574 0 0
2575 0 0
2576 0 0
2577 0 0
2578 0 0
2579 0 0
2580 0 0
2581 0 0
2582 0 0
2583 0 0
2584 0 0
2585 0 0
2586 0 0
2587 0 0
2588 0 0
2589 0 0
2590 0 0
2591 0 0
2592 0 0
2593 0 0
2594 0 0
2595 0 0
2596 0 0
2597 0 0
2598 0 0
2599 0 0
2600 0 0
2601 0 0
2602 0 0
2603 0 0
